YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,CLOUD_AMT,PRECTOTCORR,WS2M
2005,9,6,3.9041,25.08,81.17,85.5,2.82,3.0
2005,9,7,4.6966,25.62,77.28,65.44,0.89,2.16
2005,9,8,3.7056,23.15,89.07,93.18,3.84,2.06
2005,9,9,4.6469,25.36,80.22,68.45,2.2,1.59
2005,9,10,3.8424,26.12,77.75,74.62,1.6,2.11
2005,9,11,3.1742,26.3,76.95,76.31,1.75,2.58
2005,9,12,4.1158,25.91,78.75,66.16,2.15,2.24
2005,9,13,4.3788,26.39,73.31,64.36,0.03,1.87
2005,9,14,3.9559,26.77,72.95,76.95,0.06,1.46
2005,9,15,3.5734,26.91,72.89,88.51,0.07,1.99
2005,9,16,3.833,26.95,71.73,72.63,0.03,2.13
2005,9,17,4.7458,25.98,74.44,65.02,0.01,2.07
2005,9,18,4.7993,27.53,70.72,66.01,1.2,1.67
2005,9,19,3.889,27.51,71.86,80.7,1.42,1.96
2005,9,20,4.4712,26.47,76.94,81.33,2.78,2.18
2005,9,21,3.743,25.63,79.26,84.65,2.55,2.12
2005,9,22,3.864,26.47,76.01,69.81,1.47,1.96
2005,9,23,3.7411,26.11,80.46,80.66,12.84,1.41
2005,9,24,4.7426,25.51,86.19,99.08,27.5,1.65
2005,9,25,4.3255,23.94,91.35,92.18,27.68,2.61
2005,9,26,4.9699,24.15,90.23,86.91,23.96,1.38
2005,9,27,2.9028,24.21,90.96,99.43,38.78,1.69
2005,9,28,4.8576,24.53,90.45,74.84,10.4,1.44
2005,9,29,4.5528,24.85,89.06,82.7,6.12,1.67
2005,9,30,3.3938,24.78,88.01,87.44,6.28,1.43
2005,10,1,4.668,25.09,88.12,84.66,3.61,1.81
2005,10,2,5.4038,24.72,89.72,74.94,12.46,2.18
2005,10,3,5.2231,23.47,94.21,78.17,15.47,2.17
2005,10,4,4.9738,24.28,89.98,87.04,28.5,1.8
2005,10,5,4.7712,23.95,90.28,87.13,13.36,1.33
2005,10,6,5.1758,25.13,79.64,80.29,3.07,0.86
2005,10,7,5.2862,25.04,87.47,88.26,10.7,1.22
2005,10,8,5.8082,24.26,90.51,68.82,15.68,1.52
2005,10,9,5.4972,24.59,87.65,69.11,10.24,0.94
2005,10,10,3.7925,24.14,93.21,98.14,17.54,1.32
2005,10,11,5.5514,24.49,89.65,77.44,13.79,1.1
2005,10,12,6.055,25.08,87.52,50.13,7.14,1.09
2005,10,13,6.0334,25.18,87.41,43.23,5.77,1.42
2005,10,14,5.3969,25.18,88.46,79.74,5.49,1.62
2005,10,15,6.155,24.8,89.55,61.19,4.18,1.39
2005,10,16,5.0549,24.64,90.12,62.83,7.59,1.12
2005,10,17,5.1144,25.0,86.49,69.38,6.03,1.36
2005,10,18,5.562,24.81,90.07,67.72,6.16,1.56
2005,10,19,4.6668,24.41,89.62,76.15,8.87,1.25
2005,10,20,4.9402,24.71,89.38,81.43,14.54,1.1
2005,10,21,4.2706,25.13,87.98,95.33,13.96,0.99
2005,10,22,5.8776,25.3,89.34,58.87,12.89,1.6
2005,10,23,5.3618,25.84,84.4,80.9,1.7,0.96
2005,10,24,5.7931,25.83,84.9,61.07,4.47,1.18
2005,10,25,5.7125,25.0,89.37,75.06,5.42,0.92
2005,10,26,5.7439,24.91,88.93,49.25,2.1,1.19
2005,10,27,5.6606,25.27,88.2,51.51,2.08,1.23
2005,10,28,5.239,25.15,89.38,46.25,9.25,1.57
2005,10,29,5.9983,25.2,89.37,48.29,11.49,1.15
2005,10,30,5.3225,25.18,89.96,75.26,11.23,1.1
2005,10,31,5.1797,25.12,90.55,54.01,11.3,1.38
2005,11,1,4.1616,24.54,91.89,74.83,9.54,1.32
2005,11,2,4.6447,24.88,88.45,64.53,3.52,1.13
2005,11,3,4.116,25.03,88.41,67.11,15.26,1.13
2005,11,4,5.3916,24.37,91.59,79.7,15.1,1.76
2005,11,5,5.369,23.95,91.19,72.84,7.43,1.4
2005,11,6,5.8111,25.27,83.05,63.35,1.62,0.95
2005,11,7,5.9952,25.61,81.53,25.89,1.98,1.2
2005,11,8,6.001,25.73,77.88,25.15,1.36,1.01
2005,11,9,5.8087,25.93,79.08,39.46,1.59,0.89
2005,11,10,5.8162,25.84,84.9,45.07,2.02,1.01
2005,11,11,4.6637,25.51,88.21,70.19,1.97,1.08
2005,11,12,5.4986,25.72,85.12,39.39,0.62,0.94
2005,11,13,5.3926,25.67,85.57,39.84,3.24,1.03
2005,11,14,5.213,25.84,85.25,47.68,1.53,1.15
2005,11,15,5.0606,25.87,84.74,38.42,3.68,0.92
2005,11,16,5.2834,25.68,86.36,42.61,2.82,1.24
2005,11,17,4.9414,25.54,86.87,34.99,0.74,1.23
2005,11,18,4.9922,25.94,83.96,39.94,0.46,1.05
2005,11,19,4.7707,25.84,84.69,56.33,1.09,1.14
2005,11,20,5.0897,25.89,87.13,49.73,1.06,1.17
2005,11,21,5.3532,26.09,86.05,38.13,1.09,1.11
2005,11,22,4.9212,25.71,86.45,51.98,1.45,1.02
2005,11,23,5.543,25.78,85.55,37.18,1.29,1.15
2005,11,24,4.7203,25.78,84.79,38.27,1.67,1.06
2005,11,25,4.7921,25.38,89.14,59.56,1.85,1.58
2005,11,26,4.2305,24.7,87.41,88.09,0.55,1.53
2005,11,27,4.7782,25.36,85.66,55.92,2.03,0.95
2005,11,28,4.877,25.71,86.85,60.56,2.97,1.18
2005,11,29,4.9486,25.56,88.06,53.72,3.93,1.19
2005,11,30,5.3887,25.5,88.23,47.22,2.85,1.37
2005,12,1,5.0215,25.39,89.2,71.36,3.97,1.47
2005,12,2,5.7355,25.18,88.5,47.66,1.19,1.51
2005,12,3,4.8442,24.75,90.33,50.11,1.57,1.22
2005,12,4,4.7611,24.91,89.81,57.5,0.94,1.09
2005,12,5,4.7062,24.82,90.19,56.53,1.26,1.37
2005,12,6,4.3212,24.85,88.62,57.43,1.12,1.55
2005,12,7,4.3606,25.04,85.33,70.0,0.84,1.01
2005,12,8,4.734,25.36,85.14,49.07,1.52,1.2
2005,12,9,4.1436,25.51,84.86,51.06,0.74,1.12
2005,12,10,4.2252,25.3,87.03,63.09,2.23,1.29
2005,12,11,4.357,23.98,92.55,78.62,0.9,1.43
2005,12,12,4.9337,24.86,88.61,30.79,0.49,0.96
2005,12,13,4.765,25.8,80.93,36.9,0.16,1.15
2005,12,14,5.1408,25.19,73.62,47.86,0.18,1.25
2005,12,15,5.3609,24.42,74.7,52.32,0.57,1.03
2005,12,16,4.8545,25.44,78.03,44.21,0.56,1.11
2005,12,17,4.0128,25.72,78.44,57.5,0.05,1.16
2005,12,18,4.5053,25.54,80.23,41.01,0.04,1.09
2005,12,19,4.541,25.7,71.89,49.83,0.02,1.32
2005,12,20,5.0503,25.01,60.38,43.8,0.0,1.18
2005,12,21,4.8929,24.98,62.14,67.98,0.0,1.24
2005,12,22,3.6624,24.97,74.3,86.4,0.0,1.29
2005,12,23,5.195,25.82,77.49,48.8,0.0,1.54
2005,12,24,4.309,24.64,85.82,81.94,0.0,1.47
2005,12,25,4.9102,25.12,82.27,42.46,0.0,1.17
2005,12,26,5.1838,25.34,82.51,45.89,0.0,1.04
2005,12,27,5.0023,25.75,80.44,50.35,0.0,1.24
2005,12,28,4.3015,25.99,80.17,54.4,0.0,1.1
2005,12,29,4.7604,26.21,79.33,45.35,0.0,0.92
2005,12,30,4.4086,26.53,72.74,65.81,0.0,1.02
2005,12,31,5.417,25.35,60.61,48.54,0.0,1.59
2006,1,1,5.5466,25.4,72.82,12.88,0.66,0.87
2006,1,2,4.782,26.29,72.5,64.51,1.51,0.83
2006,1,3,5.0064,25.47,79.95,53.37,1.39,1.5
2006,1,4,4.7078,25.76,83.76,50.64,0.83,2.06
2006,1,5,4.5672,25.79,81.39,62.98,1.06,1.4
2006,1,6,4.8403,25.46,86.71,58.07,5.51,1.48
2006,1,7,3.5422,25.27,86.88,84.77,7.7,1.8
2006,1,8,4.0301,24.65,88.36,92.74,13.46,1.8
2006,1,9,5.3438,24.56,86.46,63.18,12.28,1.99
2006,1,10,5.0167,24.66,84.67,34.4,3.45,1.4
2006,1,11,3.8323,24.9,85.51,76.25,1.3,1.42
2006,1,12,4.0176,25.34,84.71,85.26,0.96,1.57
2006,1,13,4.321,25.91,82.39,46.54,1.01,1.28
2006,1,14,3.7334,25.6,83.92,66.4,1.84,1.02
2006,1,15,4.3327,26.41,80.38,77.0,1.93,1.1
2006,1,16,5.0854,25.44,86.04,55.83,0.26,1.6
2006,1,17,4.5996,25.32,83.53,56.48,0.15,2.18
2006,1,18,4.1431,25.67,83.03,76.21,0.1,1.44
2006,1,19,4.9094,26.73,75.7,38.67,0.1,1.15
2006,1,20,5.6621,26.15,55.86,30.69,0.0,2.16
2006,1,21,5.6378,26.31,65.75,26.64,0.0,1.06
2006,1,22,5.4667,26.83,75.51,20.72,0.07,1.23
2006,1,23,5.143,26.93,73.88,30.77,0.04,1.24
2006,1,24,5.454,26.69,78.92,37.39,0.15,1.55
2006,1,25,5.7106,27.11,74.88,51.68,0.12,1.57
2006,1,26,4.661,26.83,77.79,83.96,4.1,1.92
2006,1,27,2.748,25.65,84.32,96.18,2.97,1.96
2006,1,28,4.4662,25.92,80.94,78.72,3.28,1.79
2006,1,29,5.3729,26.12,80.57,52.72,4.32,1.0
2006,1,30,5.9592,26.52,80.57,51.26,2.2,1.36
2006,1,31,5.2934,26.78,79.94,44.04,0.0,1.36
2006,2,1,4.7779,27.65,73.4,46.99,0.0,1.4
2006,2,2,4.9349,26.0,83.11,56.82,0.0,1.68
2006,2,3,5.4221,27.26,76.77,54.85,0.0,2.01
2006,2,4,5.6743,26.32,81.25,37.82,0.0,1.3
2006,2,5,5.0359,27.71,74.45,40.95,2.1,1.34
2006,2,6,4.1767,27.32,77.23,78.27,1.85,1.54
2006,2,7,5.2327,27.7,75.06,41.73,1.77,1.52
2006,2,8,4.4374,27.64,75.23,56.59,1.68,1.9
2006,2,9,4.1971,27.33,77.33,75.92,1.33,2.11
2006,2,10,4.1448,27.23,77.13,74.92,3.95,2.48
2006,2,11,4.8787,26.28,81.43,54.05,3.81,2.01
2006,2,12,4.7568,26.11,81.92,63.51,4.47,2.18
2006,2,13,4.7491,26.32,82.43,57.37,4.24,2.22
2006,2,14,4.1594,26.79,81.57,77.76,11.84,1.98
2006,2,15,4.812,26.73,75.71,84.47,14.27,2.24
2006,2,16,5.7019,25.67,83.99,57.76,5.65,2.21
2006,2,17,4.1184,26.06,82.59,96.42,5.15,2.15
2006,2,18,4.5091,26.39,82.08,83.35,10.36,1.3
2006,2,19,5.0856,25.94,82.37,68.08,12.1,1.42
2006,2,20,4.1047,25.15,86.85,88.55,2.37,2.51
2006,2,21,5.3854,26.69,76.46,60.06,3.2,1.09
2006,2,22,5.3246,25.56,86.42,73.16,2.74,2.1
2006,2,23,4.9418,26.95,77.07,72.65,1.58,1.04
2006,2,24,5.9232,26.95,77.93,35.11,2.18,1.42
2006,2,25,6.2196,26.7,79.91,51.31,4.42,1.88
2006,2,26,4.721,25.87,85.2,65.24,2.42,2.11
2006,2,27,5.341,26.74,79.53,41.09,1.33,1.66
2006,2,28,4.8998,26.04,86.25,74.37,3.47,1.77
2006,3,1,4.9253,26.02,83.22,66.61,4.83,2.72
2006,3,2,5.9681,25.74,81.82,45.15,9.9,1.96
2006,3,3,5.2973,26.33,82.81,58.02,8.61,1.74
2006,3,4,5.9136,26.2,84.99,65.14,6.35,2.11
2006,3,5,6.5729,26.29,83.36,34.54,4.88,2.05
2006,3,6,5.735,26.68,83.06,62.67,6.66,2.23
2006,3,7,4.7652,26.39,85.01,97.17,5.61,2.22
2006,3,8,5.8063,26.08,84.06,83.78,3.18,1.79
2006,3,9,5.1948,25.58,85.67,70.18,6.78,1.59
2006,3,10,5.5037,26.24,81.02,61.31,4.64,1.43
2006,3,11,4.2866,26.14,85.02,49.29,5.61,1.21
