YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,CLOUD_AMT,PRECTOTCORR,WS2M
2005,2,19,4.4429,31.54,53.01,76.15,0.91,2.01
2005,2,20,5.1691,32.42,44.75,64.3,0.0,1.29
2005,2,21,5.3561,31.97,44.75,62.01,0.02,1.94
2005,2,22,5.3438,32.0,32.05,70.64,0.0,2.75
2005,2,23,6.0722,33.07,27.9,20.76,0.0,3.33
2005,2,24,5.8066,33.54,25.95,18.65,0.0,3.04
2005,2,25,5.3326,32.87,26.09,48.95,0.0,3.2
2005,2,26,3.8863,32.22,31.41,94.27,0.0,1.58
2005,2,27,4.6486,32.97,27.54,82.89,0.0,3.51
2005,2,28,5.2178,32.72,25.54,79.7,0.0,2.36
2005,3,1,5.748,33.32,30.24,59.23,0.0,2.28
2005,3,2,5.7814,33.63,42.57,50.54,0.01,2.62
2005,3,3,4.4366,31.66,47.83,88.61,0.34,3.25
2005,3,4,2.9002,30.73,39.31,99.46,0.02,3.26
2005,3,5,3.5806,32.95,30.41,87.92,0.0,1.75
2005,3,6,4.3044,33.59,33.72,82.41,0.01,2.39
2005,3,7,5.0527,32.55,42.01,73.69,0.0,2.16
2005,3,8,3.7891,34.52,29.57,76.71,0.0,1.54
2005,3,9,4.8624,34.05,30.83,74.55,0.0,2.08
2005,3,10,6.2995,33.71,34.17,54.69,0.0,2.38
2005,3,11,5.4394,33.87,32.82,79.44,0.0,1.9
2005,3,12,5.4869,33.88,39.48,54.78,0.69,2.58
2005,3,13,6.0233,32.5,46.77,61.87,0.27,4.66
2005,3,14,5.3155,31.74,45.13,55.5,0.52,2.62
2005,3,15,6.1361,33.43,39.93,50.73,0.91,1.48
2005,3,16,6.5479,34.22,23.75,21.55,0.0,2.46
2005,3,17,5.2387,33.16,29.75,66.94,0.01,2.36
2005,3,18,6.2074,33.6,41.76,42.32,0.01,1.74
2005,3,19,5.7965,34.31,40.67,57.9,0.01,2.26
2005,3,20,4.8046,31.99,48.12,84.2,0.01,1.98
2005,3,21,6.3223,32.91,41.68,5.5,0.0,2.84
2005,3,22,6.7457,33.51,38.46,9.53,0.57,2.22
2005,3,23,6.6583,34.5,35.96,24.71,0.35,2.71
2005,3,24,6.0262,34.3,40.31,68.33,0.06,3.13
2005,3,25,6.275,34.89,34.17,37.41,0.19,2.23
2005,3,26,5.9371,34.81,36.44,64.42,0.69,2.86
2005,3,27,5.6078,33.5,41.05,81.13,0.51,2.84
2005,3,28,6.6593,33.21,36.26,47.26,0.18,2.14
2005,3,29,6.8928,33.03,20.07,17.93,0.01,2.33
2005,3,30,6.7375,33.09,22.68,30.86,0.03,1.78
2005,3,31,6.1392,33.07,35.7,71.29,0.12,1.67
2005,4,1,6.3864,34.1,38.78,56.83,0.2,2.6
2005,4,2,5.5284,34.3,38.63,78.1,0.06,3.13
2005,4,3,6.1601,35.16,34.59,51.86,0.03,1.99
2005,4,4,6.5945,35.85,33.69,38.41,0.13,2.9
2005,4,5,6.2921,35.76,32.38,50.2,0.07,2.5
2005,4,6,6.1958,34.88,26.47,42.87,0.33,1.7
2005,4,7,5.8786,34.34,29.79,55.96,0.15,1.7
2005,4,8,5.4185,33.64,43.69,85.22,0.82,2.91
2005,4,9,5.6292,33.24,45.67,72.52,0.56,2.97
2005,4,10,5.833,32.41,49.09,80.35,0.87,2.22
2005,4,11,6.3922,33.71,44.44,65.37,0.8,2.54
2005,4,12,6.167,34.74,41.92,76.85,1.57,2.5
2005,4,13,5.693,32.68,49.35,94.67,1.77,3.42
2005,4,14,5.567,32.96,48.22,69.7,0.45,2.61
2005,4,15,5.3047,32.51,49.87,98.15,0.45,3.9
2005,4,16,6.8304,33.46,46.59,30.51,0.3,2.86
2005,4,17,4.9598,33.99,43.69,78.9,4.8,2.29
2005,4,18,5.9726,32.12,55.59,94.87,4.87,3.38
2005,4,19,5.4478,29.92,66.01,93.05,6.04,2.63
2005,4,20,5.7029,31.31,56.82,69.18,0.56,2.8
2005,4,21,6.8081,31.58,55.78,61.54,3.5,2.82
2005,4,22,6.6353,31.86,54.36,64.18,4.39,2.98
2005,4,23,5.5838,28.79,65.13,85.29,1.83,3.95
2005,4,24,4.962,30.16,51.71,92.13,0.65,1.99
2005,4,25,6.5258,32.59,46.88,58.93,0.46,2.68
2005,4,26,5.6602,31.41,55.12,95.46,0.16,3.86
2005,4,27,5.9158,31.45,57.5,59.64,1.03,3.38
2005,4,28,5.5706,31.71,58.41,46.49,3.98,1.72
2005,4,29,3.9286,30.98,62.76,87.96,8.1,1.88
2005,4,30,6.3946,31.07,58.66,45.44,2.04,3.6
2005,5,1,6.4658,30.52,60.11,41.5,2.52,3.77
2005,5,2,6.9516,28.55,69.25,40.98,4.43,3.38
2005,5,3,6.517,29.1,65.63,49.82,3.52,2.37
2005,5,4,6.5162,30.37,58.44,55.83,0.58,2.37
2005,5,5,5.5387,29.41,63.36,74.74,8.88,2.03
2005,5,6,5.3748,27.29,73.52,85.16,5.17,2.83
2005,5,7,6.0898,28.52,64.68,50.05,1.55,2.59
2005,5,8,6.1447,29.46,61.95,48.04,4.76,2.46
2005,5,9,5.6206,29.6,65.25,59.65,4.45,2.98
2005,5,10,6.401,29.49,65.37,62.51,1.72,2.73
2005,5,11,6.6974,30.98,58.35,28.31,0.22,2.21
2005,5,12,6.7483,32.28,54.61,39.58,0.29,2.53
2005,5,13,5.8644,30.72,61.78,59.34,0.22,3.16
2005,5,14,6.7598,31.35,58.02,17.01,0.11,2.71
2005,5,15,6.7222,32.2,53.08,42.88,0.05,2.62
2005,5,16,6.7018,30.47,60.32,52.14,0.55,2.97
2005,5,17,6.3086,30.23,58.76,68.65,0.28,2.52
2005,5,18,6.5215,31.47,53.98,80.33,0.09,2.3
2005,5,19,6.7015,32.8,49.88,54.34,0.33,3.07
2005,5,20,5.9604,32.56,51.65,61.16,0.69,2.86
2005,5,21,5.7372,32.16,55.01,73.48,2.32,3.0
2005,5,22,5.2546,30.22,61.94,84.63,2.61,3.57
2005,5,23,6.8472,30.21,58.42,25.78,3.2,2.4
2005,5,24,6.9319,31.23,53.48,34.11,3.62,2.63
2005,5,25,6.4718,30.87,61.22,28.34,6.22,2.61
2005,5,26,5.4218,29.85,63.79,94.27,4.88,2.74
2005,5,27,6.095,30.83,56.1,74.46,0.54,3.2
2005,5,28,6.8232,29.7,62.84,44.7,8.56,2.78
2005,5,29,6.5126,28.97,68.67,68.04,7.74,2.43
2005,5,30,4.939,28.94,70.21,97.43,10.19,2.61
2005,5,31,6.492,28.18,71.79,62.29,3.43,2.79
2005,6,1,5.1986,28.24,67.71,56.4,3.74,2.09
2005,6,2,5.6666,28.28,71.87,65.98,13.14,1.73
2005,6,3,6.3197,28.2,75.56,69.56,12.58,1.95
2005,6,4,3.2647,28.37,71.46,89.05,1.13,1.95
2005,6,5,5.879,29.27,64.59,53.53,1.45,1.23
2005,6,6,6.4913,29.92,62.75,42.47,2.49,2.09
2005,6,7,6.474,29.44,66.92,54.07,3.53,2.9
2005,6,8,6.4387,27.82,77.35,46.92,3.47,2.92
2005,6,9,5.383,27.19,74.89,53.91,8.14,2.31
2005,6,10,6.299,28.44,66.36,39.39,1.2,1.85
2005,6,11,2.4634,29.72,62.02,75.72,1.12,1.65
2005,6,12,4.7882,28.47,68.68,74.39,0.71,3.17
2005,6,13,5.3568,28.41,69.17,41.64,0.98,2.69
2005,6,14,6.8083,29.14,65.72,18.01,1.57,1.9
2005,6,15,4.9493,30.36,63.25,93.81,6.61,1.23
2005,6,16,5.7694,29.74,64.19,77.08,1.19,1.32
2005,6,17,5.6323,28.08,73.43,56.27,8.16,2.79
2005,6,18,4.6865,27.17,78.22,87.43,5.44,2.25
2005,6,19,6.4078,26.98,76.96,52.73,8.26,2.16
2005,6,20,5.9592,27.79,71.42,42.81,5.36,1.62
2005,6,21,5.9004,28.47,68.93,68.1,3.74,1.6
2005,6,22,6.247,28.75,68.18,44.89,4.82,1.7
2005,6,23,6.1613,27.89,73.12,62.45,4.09,2.69
2005,6,24,4.4114,26.92,77.6,69.12,10.4,2.53
2005,6,25,4.2914,26.72,77.94,71.51,4.26,1.91
2005,6,26,4.1882,25.92,78.54,73.26,4.23,3.23
2005,6,27,5.3506,26.05,75.54,73.13,4.23,1.64
2005,6,28,5.8843,27.82,69.6,34.17,3.33,1.65
2005,6,29,5.7413,28.49,67.39,39.04,2.62,1.72
2005,6,30,5.3182,27.06,75.54,85.79,8.22,2.12
2005,7,1,5.7876,27.67,76.57,66.96,11.78,1.92
2005,7,2,4.5994,26.83,78.2,86.76,3.58,1.63
2005,7,3,2.8985,26.39,76.7,97.09,3.23,1.28
2005,7,4,5.9839,27.52,71.18,59.23,3.86,1.3
2005,7,5,5.1026,28.14,69.35,68.12,1.22,1.75
2005,7,6,4.7861,26.96,74.27,59.81,6.96,2.22
2005,7,7,4.3848,25.85,78.28,71.58,2.78,1.9
2005,7,8,5.7607,26.59,75.63,72.82,7.99,1.31
2005,7,9,3.9444,26.02,79.85,98.9,3.0,2.05
2005,7,10,2.8063,25.47,79.29,99.89,6.91,2.2
2005,7,11,5.7458,26.4,72.83,57.78,5.07,1.02
2005,7,12,6.0871,27.66,67.83,47.42,3.68,1.18
2005,7,13,5.0695,27.53,73.32,90.95,12.87,1.57
2005,7,14,3.4586,25.49,85.02,92.23,12.04,1.74
2005,7,15,5.2541,25.07,86.75,82.55,5.85,1.77
2005,7,16,6.9254,26.87,76.67,39.85,0.79,1.16
2005,7,17,2.029,25.98,81.35,89.63,14.93,1.63
2005,7,18,4.4518,25.65,84.94,75.02,7.59,1.84
2005,7,19,3.4704,24.09,88.44,79.31,25.48,2.28
2005,7,20,3.4198,25.52,79.12,85.18,8.62,1.57
2005,7,21,5.0494,26.11,82.78,81.66,1.29,1.59
2005,7,22,6.1896,26.53,81.64,50.0,3.47,1.61
2005,7,23,5.9542,27.13,76.79,81.53,3.55,1.23
2005,7,24,6.661,27.39,78.38,62.12,7.87,1.12
2005,7,25,2.5325,26.1,85.71,98.98,4.23,1.39
2005,7,26,5.8013,26.36,83.85,47.65,4.72,1.79
2005,7,27,6.2078,26.15,84.46,40.22,2.68,2.09
2005,7,28,2.1065,25.34,87.92,87.82,2.41,2.18
2005,7,29,4.4134,25.98,85.55,57.07,3.61,2.13
2005,7,30,4.9363,25.86,80.46,61.69,1.64,2.4
2005,7,31,5.245,25.98,81.09,78.66,3.46,2.36
2005,8,1,5.0304,26.11,81.21,57.33,2.55,2.18
2005,8,2,5.3206,26.9,78.85,57.88,1.47,1.64
2005,8,3,5.3496,27.01,78.23,53.92,1.34,1.65
2005,8,4,6.4738,27.15,78.52,36.47,7.13,1.54
2005,8,5,5.2452,26.51,83.34,70.65,3.96,1.3
2005,8,6,4.536,26.91,81.26,69.55,5.68,1.86
2005,8,7,6.3737,27.44,79.25,62.79,7.01,1.54
2005,8,8,4.7647,25.65,86.62,76.87,15.36,1.77
2005,8,9,3.8237,24.8,87.06,91.66,18.34,2.44
2005,8,10,5.5908,25.64,85.38,85.82,8.74,1.59
2005,8,11,5.928,26.77,80.28,55.64,6.42,1.33
2005,8,12,2.7406,26.93,80.09,94.17,6.1,1.03
2005,8,13,3.5902,25.39,86.46,96.64,0.76,1.79
2005,8,14,3.9158,25.22,84.35,94.54,2.78,1.93
2005,8,15,4.9001,25.7,83.12,73.32,7.32,2.33
2005,8,16,3.4267,25.69,86.75,94.5,17.4,2.15
2005,8,17,2.5656,25.22,87.01,92.79,6.67,1.56
2005,8,18,4.4246,25.41,84.11,60.5,1.75,1.31
2005,8,19,6.0149,25.75,82.37,52.56,3.0,1.47
2005,8,20,6.3746,26.85,77.88,79.11,1.49,0.83
2005,8,21,6.0067,26.95,79.18,76.1,3.83,1.24
2005,8,22,6.3019,26.56,82.11,42.1,5.7,1.49
2005,8,23,4.9601,26.73,79.21,83.67,6.57,0.84
2005,8,24,5.977,25.65,83.88,66.64,3.72,1.57
2005,8,25,6.3984,25.6,84.43,51.47,6.77,1.61
2005,8,26,4.6253,25.52,83.89,85.9,7.78,1.51
2005,8,27,5.0554,25.21,84.74,82.88,9.29,0.75
2005,8,28,6.133,26.04,81.11,61.67,11.08,1.02
2005,8,29,2.5258,25.17,86.79,96.31,5.23,1.15
2005,8,30,3.4855,24.57,85.61,93.36,11.1,1.31
2005,8,31,5.1646,25.36,82.64,65.32,4.66,1.34
2005,9,1,5.9431,25.84,84.29,69.97,19.49,1.57
2005,9,2,2.7912,24.27,91.21,87.77,8.91,1.95
2005,9,3,5.2639,25.65,82.06,65.93,14.65,1.14
2005,9,4,6.2863,26.59,79.03,55.06,4.16,0.53
2005,9,5,3.7042,25.58,82.17,80.47,6.3,0.91
2005,9,6,4.5758,25.41,84.32,92.24,9.37,1.72
2005,9,7,4.6315,25.38,84.04,51.21,7.67,1.28
2005,9,8,3.054,26.37,80.52,87.69,4.27,1.5
2005,9,9,5.5303,26.49,80.15,61.54,7.96,1.29
2005,9,10,6.7082,26.6,83.08,19.86,3.4,1.47
2005,9,11,6.5342,27.22,82.07,20.98,4.87,1.17
2005,9,12,5.519,25.61,88.27,71.76,3.59,1.6
2005,9,13,6.1442,26.35,81.03,49.05,3.04,1.33
2005,9,14,5.5853,27.09,76.48,77.86,1.3,0.85
2005,9,15,5.167,26.83,81.43,62.37,0.41,1.2
2005,9,16,7.0675,26.86,82.02,17.71,1.91,1.24
2005,9,17,6.3096,26.91,81.3,57.76,1.78,1.37
2005,9,18,6.9264,27.47,79.72,39.96,1.73,1.23
2005,9,19,6.4728,27.53,80.45,59.65,3.45,1.25
2005,9,20,4.463,26.57,85.7,88.1,12.51,1.55
2005,9,21,4.9702,25.69,85.03,72.68,4.51,1.84
2005,9,22,5.0698,25.09,85.19,56.54,7.43,1.04
2005,9,23,6.6535,26.62,81.78,37.81,2.27,1.08
2005,9,24,5.6254,25.4,88.38,86.63,7.24,0.92
2005,9,25,4.1412,24.13,92.25,93.43,24.28,1.46
2005,9,26,4.65,24.3,87.58,70.67,10.89,1.5
2005,9,27,2.8819,25.54,83.06,91.35,6.81,1.73
2005,9,28,6.1174,26.03,83.32,45.87,2.87,1.29
2005,9,29,6.4896,26.59,81.6,24.54,3.5,1.3
2005,9,30,6.3792,25.92,85.51,30.02,5.15,1.92
2005,10,1,5.5932,26.08,83.7,59.81,3.18,1.71
2005,10,2,4.757,25.82,85.15,53.94,6.3,1.35
2005,10,3,4.1561,25.31,87.29,90.86,3.68,1.79
2005,10,4,4.0764,24.87,88.07,77.4,1.84,1.13
2005,10,5,6.1277,25.36,84.2,34.28,0.69,1.1
2005,10,6,5.9002,26.23,78.24,48.35,0.59,1.59
2005,10,7,5.7466,25.61,78.47,48.76,0.76,1.46
2005,10,8,6.2983,25.72,81.91,14.57,0.31,1.7
2005,10,9,6.6689,25.51,80.45,22.13,0.83,1.25
2005,10,10,4.5763,26.14,81.76,80.33,3.42,1.48
2005,10,11,6.3487,25.62,82.72,42.97,0.78,1.38
2005,10,12,6.6036,26.45,76.65,17.21,1.06,1.39
2005,10,13,6.4387,26.43,80.0,33.64,3.57,1.54
2005,10,14,6.3142,26.56,81.65,55.43,4.74,1.45
2005,10,15,6.684,26.76,79.45,40.47,1.86,1.31
2005,10,16,6.0715,26.8,79.91,32.14,2.09,1.35
2005,10,17,6.2527,25.76,83.82,13.04,0.87,1.21
2005,10,18,5.9354,26.28,80.84,24.18,0.2,1.49
2005,10,19,5.5399,26.23,81.05,39.18,0.28,1.61
2005,10,20,5.6897,26.39,77.97,63.8,0.52,1.69
2005,10,21,5.3014,26.65,74.27,63.7,0.3,1.53
2005,10,22,6.1697,26.42,79.84,49.51,0.37,1.6
2005,10,23,5.7638,27.16,73.62,62.51,0.02,1.29
2005,10,24,6.4594,27.36,58.65,12.34,0.0,1.13
2005,10,25,6.4073,25.95,57.26,32.97,0.0,1.63
2005,10,26,6.1217,26.84,66.99,39.36,0.01,1.14
2005,10,27,5.8658,27.31,68.05,35.46,0.03,1.31
2005,10,28,5.1814,27.02,69.73,47.97,0.17,1.4
2005,10,29,5.916,26.61,75.73,18.0,0.05,1.39
2005,10,30,6.0854,27.69,67.72,24.42,0.04,1.24
2005,10,31,6.1704,27.58,62.8,21.05,0.11,1.22
2005,11,1,5.3585,27.16,66.14,53.59,0.29,1.55
2005,11,2,4.4518,26.08,78.2,78.92,0.0,1.18
2005,11,3,4.7285,28.22,61.33,69.95,0.0,1.14
2005,11,4,5.5006,27.5,63.88,39.82,0.0,1.59
2005,11,5,5.0522,27.1,69.56,51.82,0.0,1.75
2005,11,6,4.0231,27.11,63.09,74.38,0.0,1.22
2005,11,7,6.3353,26.23,47.2,9.46,0.0,2.36
2005,11,8,6.3838,25.68,39.94,7.9,0.0,2.7
2005,11,9,5.3158,25.18,47.78,21.43,0.0,2.11
2005,11,10,5.7854,25.66,46.11,10.48,0.0,2.36
2005,11,11,5.7595,25.24,45.76,22.35,0.0,2.12
2005,11,12,4.0159,25.48,47.41,74.73,0.0,1.75
2005,11,13,5.6189,25.84,45.03,8.71,0.0,1.55
2005,11,14,5.593,26.86,45.16,12.5,0.0,1.15
2005,11,15,5.7425,26.87,45.96,3.7,0.0,1.78
2005,11,16,5.9292,26.27,43.11,2.89,0.0,1.65
2005,11,17,6.0307,24.99,40.47,4.98,0.0,1.85
2005,11,18,5.6688,26.02,43.52,38.94,0.0,1.51
2005,11,19,5.4374,27.11,43.56,46.87,0.0,1.39
2005,11,20,5.7478,27.23,42.78,7.77,0.0,1.49
2005,11,21,5.1271,25.78,42.84,56.13,0.0,1.81
2005,11,22,5.8488,25.65,42.1,23.69,0.0,1.77
2005,11,23,5.6786,26.28,41.06,23.29,0.0,1.69
2005,11,24,5.2594,26.36,39.15,18.27,0.0,1.75
2005,11,25,5.1883,26.83,40.64,30.79,0.0,1.29
2005,11,26,5.221,27.03,55.97,17.0,0.0,1.26
2005,11,27,5.2298,28.55,54.0,24.94,0.0,1.17
2005,11,28,5.106,28.73,41.25,69.89,0.0,1.65
2005,11,29,5.8013,27.31,39.64,29.17,0.0,2.03
2005,11,30,5.5322,28.36,40.8,25.34,0.0,0.85
2005,12,1,5.4934,28.52,42.14,14.77,0.0,1.3
2005,12,2,4.8422,27.44,52.56,40.12,0.11,1.31
2005,12,3,5.6263,28.15,47.84,3.34,0.04,1.46
2005,12,4,5.6338,26.03,35.79,12.65,0.02,1.93
2005,12,5,5.3786,26.9,33.16,38.82,0.0,1.65
2005,12,6,5.4019,26.36,35.68,33.67,0.05,1.8
2005,12,7,5.166,26.56,47.26,26.34,1.05,1.47
2005,12,8,5.3258,26.55,33.54,29.24,0.0,1.88
2005,12,9,5.5769,25.75,29.78,1.29,0.0,1.91
2005,12,10,5.4658,26.13,26.9,20.13,0.0,1.31
2005,12,11,5.2656,26.79,25.21,8.86,0.0,1.2
2005,12,12,5.1002,26.4,27.14,29.11,0.0,1.82
2005,12,13,5.7912,26.83,24.2,16.16,0.0,3.17
2005,12,14,5.9047,26.6,23.02,11.62,0.0,3.64
2005,12,15,5.9177,26.46,24.2,13.65,0.0,2.92
2005,12,16,6.0691,27.37,22.34,16.02,0.0,2.64
2005,12,17,5.6712,27.26,22.6,29.39,0.0,3.29
2005,12,18,6.0622,27.73,20.47,15.02,0.0,3.87
2005,12,19,6.0127,26.88,21.4,12.6,0.0,3.87
2005,12,20,6.0038,26.08,20.67,12.87,0.0,2.98
2005,12,21,6.0622,26.13,19.97,22.35,0.0,2.49
2005,12,22,5.4962,26.33,22.39,61.42,0.0,2.74
2005,12,23,4.9915,26.5,20.83,49.65,0.0,3.49
2005,12,24,4.302,26.01,21.08,72.26,0.0,2.78
2005,12,25,5.5373,25.19,21.87,56.31,0.0,3.44
2005,12,26,5.8514,26.06,24.3,36.42,0.0,3.2
2005,12,27,5.7768,25.85,25.96,16.28,0.0,3.01
2005,12,28,5.2918,26.02,25.53,26.33,0.0,2.71
2005,12,29,5.3302,26.64,25.48,7.91,0.0,1.88
2005,12,30,5.0446,26.44,23.57,45.95,0.0,3.05
2005,12,31,5.921,26.24,22.13,11.7,0.0,3.71
2006,1,1,5.6981,27.1,22.93,9.82,0.0,2.8
2006,1,2,5.7067,27.26,21.77,51.64,0.0,2.55
2006,1,3,5.9098,27.78,21.0,27.18,0.0,2.49
2006,1,4,5.9328,26.85,22.41,15.18,0.0,1.98
2006,1,5,5.4734,27.58,22.61,39.34,0.0,1.52
2006,1,6,5.1269,28.36,23.66,39.96,0.0,1.12
2006,1,7,5.2874,28.08,34.05,43.07,0.0,1.67
2006,1,8,5.31,28.69,39.7,60.2,0.0,1.79
2006,1,9,4.5746,27.63,16.7,69.71,0.0,2.45
2006,1,10,6.0353,28.39,17.06,22.51,0.0,2.77
2006,1,11,6.0665,27.87,18.76,19.61,0.0,2.67
2006,1,12,5.8702,27.87,18.81,38.42,0.0,2.51
2006,1,13,5.5481,27.58,16.86,46.64,0.0,2.94
2006,1,14,4.7486,27.64,19.15,72.76,0.0,2.86
2006,1,15,5.5526,27.8,21.54,43.27,0.0,3.06
2006,1,16,5.6844,28.28,21.86,29.65,0.0,3.27
2006,1,17,5.5718,27.98,24.21,45.58,0.0,2.46
2006,1,18,5.2279,29.63,29.95,14.31,0.0,0.9
2006,1,19,5.8056,27.6,19.31,22.42,0.0,5.0
2006,1,20,5.9762,27.79,19.59,19.62,0.0,4.76
2006,1,21,6.0223,28.58,19.04,21.65,0.0,4.98
2006,1,22,6.1478,29.49,15.48,23.33,0.0,4.74
2006,1,23,6.2748,29.57,15.92,23.64,0.0,4.31
2006,1,24,6.3391,29.41,13.46,23.04,0.0,3.31
2006,1,25,6.1018,29.23,11.73,46.68,0.0,3.97
2006,1,26,6.2318,28.93,11.94,32.0,0.0,3.15
2006,1,27,5.4122,29.05,20.18,57.62,0.0,2.29
2006,1,28,4.6764,29.03,33.86,79.47,0.94,2.22
2006,1,29,4.397,30.24,49.87,91.4,0.88,2.07
2006,1,30,5.1614,30.98,39.54,55.66,1.18,1.91
2006,1,31,5.9959,29.29,27.5,10.29,0.0,3.32
2006,2,1,6.1236,29.4,21.88,15.7,0.0,3.28
2006,2,2,6.5407,29.29,16.49,17.39,0.0,3.3
2006,2,3,5.1766,28.91,12.69,59.95,0.0,2.74
2006,2,4,5.9321,28.78,11.77,37.21,0.0,3.3
2006,2,5,6.5232,29.4,13.32,35.78,0.0,3.48
2006,2,6,6.1471,29.53,14.86,4.46,0.0,3.79
2006,2,7,5.9606,30.28,15.31,35.32,0.0,3.52
2006,2,8,6.3254,30.08,15.81,24.75,0.0,3.71
2006,2,9,5.9726,30.04,15.8,72.73,0.0,3.12
2006,2,10,4.483,29.56,16.3,82.83,0.67,3.22
2006,2,11,5.472,29.43,18.68,27.4,0.0,2.47
2006,2,12,5.5819,30.06,14.52,46.08,0.25,2.34
2006,2,13,5.4226,30.94,20.72,48.38,0.62,1.15
2006,2,14,5.6854,31.3,40.08,36.22,0.82,2.06
2006,2,15,3.1946,27.67,43.52,88.46,1.79,1.33
2006,2,16,5.5541,30.16,26.23,61.89,0.03,2.84
2006,2,17,3.5316,29.71,23.19,98.03,0.0,1.42
2006,2,18,4.7006,29.47,28.83,98.68,0.0,3.3
2006,2,19,5.5627,30.06,27.95,59.36,0.0,3.33
2006,2,20,6.198,30.9,23.61,56.82,0.0,2.79
2006,2,21,6.2191,31.27,23.59,45.62,0.0,1.31
2006,2,22,6.0941,32.08,22.4,52.94,0.0,1.61
2006,2,23,6.5474,30.72,17.61,34.69,0.0,2.85
2006,2,24,6.9252,30.95,11.14,29.82,0.0,3.55
2006,2,25,6.7241,30.6,12.41,32.92,0.0,3.02
2006,2,26,6.9938,30.3,12.25,18.71,0.0,2.65
2006,2,27,6.7032,31.02,13.13,35.77,0.0,2.42
2006,2,28,6.2434,30.48,14.29,51.02,0.0,2.38
2006,3,1,5.7878,30.8,39.99,66.26,0.0,1.69
2006,3,2,5.5966,31.91,26.84,68.51,0.0,2.28
2006,3,3,6.6175,31.22,13.86,20.16,0.0,2.49
2006,3,4,5.0986,31.86,14.08,90.32,0.0,2.3
2006,3,5,6.5362,32.85,24.56,17.18,0.0,1.06
2006,3,6,6.7738,32.4,18.36,34.25,0.0,1.94
2006,3,7,6.4073,31.75,12.04,63.13,0.0,3.22
2006,3,8,6.0826,29.84,12.76,39.72,0.0,2.69
2006,3,9,3.8026,29.25,21.85,55.56,0.0,2.29
2006,3,10,3.9641,30.14,19.21,46.79,0.0,2.54
2006,3,11,4.3099,28.65,8.12,57.28,0.0,2.68
