YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,CLOUD_AMT,PRECTOTCORR,WS2M
2005,2,13,4.6306,28.25,84.11,81.61,0.9,2.78
2005,2,14,5.0945,28.68,80.82,42.47,0.57,2.63
2005,2,15,5.141,28.79,79.41,31.36,0.45,2.61
2005,2,16,4.7434,28.35,83.12,51.42,0.46,2.8
2005,2,17,4.7806,28.3,83.79,22.4,0.63,2.91
2005,2,18,4.7287,28.28,83.82,21.73,0.42,2.82
2005,2,19,4.7407,28.42,84.14,33.93,0.59,2.99
2005,2,20,4.9963,28.71,82.92,62.64,1.85,2.82
2005,2,21,4.1923,28.67,79.95,78.1,2.22,3.31
2005,2,22,4.8473,28.76,82.03,44.12,2.31,2.03
2005,2,23,5.0273,29.41,79.02,29.3,0.72,2.42
2005,2,24,5.0522,28.91,84.52,33.78,4.77,3.78
2005,2,25,4.4988,28.46,85.61,79.86,8.0,4.09
2005,2,26,3.9286,27.6,82.97,98.6,8.16,3.43
2005,2,27,4.477,28.17,83.68,90.27,3.1,2.52
2005,2,28,5.8394,28.22,84.71,45.22,4.25,3.08
2005,3,1,6.0146,28.09,85.19,36.3,5.26,3.09
2005,3,2,5.8486,28.26,85.2,41.92,3.53,2.89
2005,3,3,5.3064,28.3,83.03,52.83,4.35,3.84
2005,3,4,3.9638,28.63,76.71,95.59,0.67,2.79
2005,3,5,5.7698,28.38,80.17,45.64,1.8,3.45
2005,3,6,5.4823,28.24,85.96,50.71,2.97,3.24
2005,3,7,5.4689,28.3,83.12,52.77,2.25,1.66
2005,3,8,5.6242,28.55,84.08,55.68,4.11,2.12
2005,3,9,3.438,28.42,85.07,96.98,5.52,3.11
2005,3,10,4.3582,27.89,81.55,97.6,2.36,3.61
2005,3,11,5.0071,27.83,78.34,80.69,2.64,3.0
2005,3,12,6.1246,27.87,84.73,66.12,7.31,3.47
2005,3,13,3.6492,27.5,85.53,97.88,5.96,3.34
2005,3,14,4.6186,27.75,81.55,65.78,3.22,2.54
2005,3,15,5.0311,28.3,81.45,73.02,3.86,2.2
2005,3,16,5.7168,28.2,86.34,22.18,3.35,2.62
2005,3,17,5.4442,27.92,88.35,52.19,9.45,2.73
2005,3,18,5.4854,27.85,86.56,64.55,9.17,2.78
2005,3,19,5.4614,27.52,87.5,90.52,10.51,2.89
2005,3,20,4.2701,27.55,85.76,96.08,14.13,3.08
2005,3,21,5.352,27.55,79.92,87.84,3.7,3.13
2005,3,22,5.9861,27.81,83.37,55.63,2.61,2.94
2005,3,23,2.5589,27.73,85.81,75.69,7.65,2.8
2005,3,24,4.2732,27.19,85.29,95.15,10.41,2.9
2005,3,25,5.8738,28.33,80.55,53.36,3.83,2.25
2005,3,26,5.6004,27.93,87.26,60.35,6.76,3.04
2005,3,27,5.5877,27.68,82.23,64.51,0.89,2.78
2005,3,28,6.7526,27.82,83.29,15.98,0.64,2.16
2005,3,29,6.2261,27.85,86.02,25.25,1.2,2.45
2005,3,30,6.2129,27.9,87.06,27.21,1.39,2.5
2005,3,31,5.9506,27.63,85.69,51.92,1.78,3.13
2005,4,1,5.3834,27.6,86.39,75.47,1.98,2.84
2005,4,2,5.4082,27.66,87.31,85.2,1.7,2.33
2005,4,3,6.4668,27.93,89.57,18.73,1.09,2.26
2005,4,4,5.7535,28.34,87.92,56.76,1.69,2.44
2005,4,5,4.764,28.51,81.59,81.71,1.78,2.12
2005,4,6,5.4098,28.24,87.59,38.36,2.18,2.75
2005,4,7,5.1348,28.13,88.59,47.01,2.29,3.34
2005,4,8,5.5154,28.03,87.11,38.26,1.81,2.9
2005,4,9,5.6304,27.84,87.38,34.04,1.32,3.04
2005,4,10,6.2184,28.31,86.21,42.63,1.75,2.49
2005,4,11,5.5889,28.22,86.42,69.6,8.64,2.75
2005,4,12,5.4862,28.16,86.93,60.5,7.97,2.98
2005,4,13,4.7796,27.73,87.32,57.94,12.3,3.42
2005,4,14,5.0784,27.59,90.15,84.28,14.97,2.88
2005,4,15,2.1718,27.25,88.7,99.49,11.14,2.86
2005,4,16,6.4399,27.19,86.61,41.37,1.16,2.31
2005,4,17,6.0245,27.87,86.34,36.78,2.65,2.94
2005,4,18,5.4602,27.53,87.83,90.56,2.69,3.32
2005,4,19,5.281,27.7,88.15,91.11,2.6,2.16
2005,4,20,4.1006,27.74,87.12,98.37,4.62,2.25
2005,4,21,5.9813,28.0,87.89,67.98,7.75,3.18
2005,4,22,4.5151,27.68,89.57,93.45,8.54,3.14
2005,4,23,3.8316,27.03,87.69,99.09,16.58,2.25
2005,4,24,4.8746,27.3,85.61,96.51,8.39,1.91
2005,4,25,5.0371,27.18,88.33,90.62,6.8,2.05
2005,4,26,4.2593,27.09,89.64,99.65,6.95,3.35
2005,4,27,5.4161,27.37,86.76,49.48,3.61,2.07
2005,4,28,5.2795,27.69,88.86,31.39,4.79,2.43
2005,4,29,2.5961,27.81,89.64,88.01,10.01,3.25
2005,4,30,4.5038,26.89,88.88,88.59,14.29,3.73
2005,5,1,4.3726,26.77,88.24,68.08,4.7,3.73
2005,5,2,5.9851,26.84,89.65,38.29,4.75,2.94
2005,5,3,5.6885,27.28,86.58,46.61,5.25,2.9
2005,5,4,4.3195,26.48,88.87,79.58,7.44,3.33
2005,5,5,3.9338,26.11,89.09,92.93,17.15,3.35
2005,5,6,5.2822,26.43,86.27,78.68,7.72,2.66
2005,5,7,5.1146,27.1,82.92,61.82,2.82,2.9
2005,5,8,5.22,27.26,81.25,65.02,0.8,2.58
2005,5,9,4.3841,26.97,85.15,63.28,7.11,2.62
2005,5,10,5.5646,27.48,82.92,55.58,4.52,1.7
2005,5,11,6.6746,27.37,85.5,27.21,1.13,1.91
2005,5,12,6.0276,27.44,87.27,49.2,1.4,2.66
2005,5,13,5.437,27.01,90.58,57.88,1.49,2.24
2005,5,14,6.1027,26.71,89.11,32.51,1.05,1.67
2005,5,15,4.7539,26.83,90.54,66.33,1.92,2.21
2005,5,16,5.4914,27.21,89.25,60.1,4.29,2.56
2005,5,17,4.8101,27.08,88.77,79.94,4.63,2.56
2005,5,18,2.7516,27.03,87.71,85.91,1.55,2.37
2005,5,19,6.0175,27.11,86.59,30.25,1.73,2.7
2005,5,20,5.5891,27.04,86.57,44.57,1.71,2.43
2005,5,21,5.8061,26.96,86.73,23.47,1.46,2.59
2005,5,22,4.9706,26.84,88.72,70.19,4.09,2.89
2005,5,23,3.8083,27.04,86.38,51.48,2.05,2.7
2005,5,24,5.9434,27.45,84.63,22.95,1.94,2.68
2005,5,25,5.5277,27.34,86.62,40.75,3.89,3.07
2005,5,26,2.2368,26.91,88.3,77.61,12.79,3.36
2005,5,27,4.1962,26.79,85.57,80.9,3.43,2.76
2005,5,28,5.863,26.89,84.54,49.42,3.81,3.09
2005,5,29,5.3784,26.74,86.16,45.56,8.87,3.56
2005,5,30,3.0197,26.43,87.97,94.29,14.7,3.49
2005,5,31,4.2197,26.3,87.24,92.95,11.35,3.05
2005,6,1,5.7456,26.62,84.03,43.75,1.14,2.59
2005,6,2,4.7568,26.55,85.2,44.51,2.72,2.97
2005,6,3,2.9546,26.32,87.31,87.21,9.41,3.33
2005,6,4,3.4949,26.3,88.01,95.68,25.24,3.57
2005,6,5,1.5864,25.65,91.92,97.68,18.9,3.61
2005,6,6,3.9862,26.01,89.39,89.13,8.1,3.2
2005,6,7,5.3947,26.3,88.75,45.63,3.14,3.38
2005,6,8,4.429,26.17,88.22,85.14,2.97,3.62
2005,6,9,4.5504,26.57,84.92,71.3,1.19,3.02
2005,6,10,4.5384,26.32,87.14,82.94,3.32,3.41
2005,6,11,4.1261,26.14,90.01,86.32,6.93,3.13
2005,6,12,4.5972,25.89,89.99,79.46,5.11,3.16
2005,6,13,4.8571,25.83,86.95,60.41,1.22,3.42
2005,6,14,4.6366,26.12,83.6,58.21,0.55,2.8
2005,6,15,1.5425,25.6,88.47,96.56,3.11,4.13
2005,6,16,3.6451,25.45,87.04,85.1,3.0,3.75
2005,6,17,4.746,25.52,87.79,67.26,0.93,3.53
2005,6,18,4.1208,25.37,88.32,84.29,0.58,3.4
2005,6,19,5.088,25.27,86.35,68.45,0.68,3.39
2005,6,20,4.5701,24.97,83.86,79.86,1.36,3.73
2005,6,21,5.0441,25.1,85.8,58.24,2.38,3.03
2005,6,22,4.4537,25.0,88.62,68.8,3.34,3.33
2005,6,23,4.2379,24.62,91.42,78.47,3.87,3.35
2005,6,24,4.2967,24.45,91.42,80.95,2.46,3.67
2005,6,25,2.7293,24.54,88.46,86.96,2.69,4.11
2005,6,26,2.7953,24.36,86.6,97.24,1.73,3.46
2005,6,27,2.7653,24.41,87.67,98.1,1.18,3.17
2005,6,28,3.9055,24.66,88.4,79.48,0.6,2.79
2005,6,29,5.1622,24.51,90.55,62.14,1.25,2.9
2005,6,30,1.9937,24.38,89.3,96.9,2.23,3.88
2005,7,1,3.3408,24.27,88.64,94.13,2.07,3.12
2005,7,2,2.3688,24.21,88.27,98.27,0.91,3.66
2005,7,3,3.6926,24.5,86.85,94.19,0.56,2.99
2005,7,4,5.0165,24.69,87.17,61.61,0.18,2.93
2005,7,5,3.6286,24.4,88.83,85.17,0.11,3.64
2005,7,6,3.6264,24.09,89.05,83.38,0.35,3.29
2005,7,7,5.4701,24.28,88.62,41.31,0.04,2.5
2005,7,8,5.183,24.36,88.88,66.95,0.07,3.3
2005,7,9,4.5372,24.19,88.7,69.68,0.11,3.67
2005,7,10,4.8161,24.18,88.15,84.2,1.32,2.88
2005,7,11,5.3542,24.83,86.21,46.28,0.11,2.05
2005,7,12,4.7522,25.08,87.76,65.01,0.37,3.16
2005,7,13,3.463,24.88,87.91,88.76,1.06,3.41
2005,7,14,3.2117,24.69,88.09,87.44,5.24,2.8
2005,7,15,5.1974,25.17,88.48,51.45,3.61,2.18
2005,7,16,5.5159,25.17,90.44,58.27,3.68,2.66
2005,7,17,2.7775,24.95,90.93,93.25,6.04,3.0
2005,7,18,4.1112,24.74,86.27,88.55,3.85,3.84
2005,7,19,5.8231,24.35,82.41,55.84,0.23,2.69
2005,7,20,4.9882,24.05,87.18,72.96,1.99,3.22
2005,7,21,3.8566,24.42,87.59,84.02,2.68,3.54
2005,7,22,4.4729,24.53,87.63,80.09,0.46,2.73
2005,7,23,3.6226,24.64,87.23,89.12,0.6,3.07
2005,7,24,4.1839,24.67,86.74,68.22,0.27,3.16
2005,7,25,2.6995,24.54,87.05,99.23,0.64,3.89
2005,7,26,3.18,24.44,87.53,95.21,0.59,3.76
2005,7,27,2.9875,24.16,89.58,88.1,1.34,3.21
2005,7,28,4.4326,24.03,90.21,78.77,1.01,3.46
2005,7,29,4.224,23.79,89.06,74.37,0.49,3.62
2005,7,30,5.2968,23.59,88.03,52.22,0.04,2.93
2005,7,31,4.4042,23.66,87.78,64.06,0.01,2.74
2005,8,1,6.019,24.04,86.33,51.08,0.02,2.78
2005,8,2,5.461,23.98,84.89,59.99,0.01,2.99
2005,8,3,5.3318,23.78,86.83,50.95,0.01,2.49
2005,8,4,5.8402,23.6,87.72,35.4,0.14,2.4
2005,8,5,4.019,23.28,89.12,67.4,0.7,3.0
2005,8,6,3.7229,23.51,87.1,84.15,0.24,3.51
2005,8,7,4.747,23.24,87.52,66.62,0.14,3.36
2005,8,8,5.3059,23.18,89.39,58.56,0.29,2.76
2005,8,9,5.995,23.1,89.18,49.04,0.12,2.26
2005,8,10,3.9192,23.3,88.91,75.19,0.23,2.43
2005,8,11,3.4654,23.33,88.47,87.8,1.14,3.47
2005,8,12,3.0502,22.85,91.83,99.24,1.53,3.8
2005,8,13,4.0025,23.22,89.61,87.07,0.66,2.91
2005,8,14,3.1668,23.3,88.61,78.14,0.19,2.36
2005,8,15,5.3758,23.38,88.93,56.85,0.18,2.61
2005,8,16,3.6797,22.82,90.31,81.88,0.47,3.16
2005,8,17,3.2314,22.99,87.64,91.86,0.83,3.52
2005,8,18,4.3265,22.93,88.09,79.94,0.75,2.71
2005,8,19,5.867,23.29,85.82,42.4,0.05,2.12
2005,8,20,4.1174,23.26,86.66,68.92,0.06,2.73
2005,8,21,5.3246,23.2,85.18,57.62,0.03,2.71
2005,8,22,3.6038,23.58,82.48,67.03,0.02,2.94
2005,8,23,2.8409,23.04,88.27,91.06,4.32,3.02
2005,8,24,2.4881,23.19,87.75,98.54,12.15,3.01
2005,8,25,3.6898,23.98,86.55,84.54,1.62,2.92
2005,8,26,4.1357,24.29,87.18,75.25,1.77,3.28
2005,8,27,5.1211,24.44,86.32,72.48,0.53,3.08
2005,8,28,5.5286,24.82,85.74,47.79,3.04,3.04
2005,8,29,2.2716,23.79,89.91,97.87,12.95,3.18
2005,8,30,3.984,24.08,88.8,74.01,1.41,3.03
2005,8,31,5.0714,24.32,87.1,65.6,0.72,2.66
2005,9,1,3.9444,24.19,88.03,79.83,5.18,3.29
2005,9,2,4.4098,24.34,88.45,72.64,1.06,3.05
2005,9,3,4.0846,24.48,87.9,69.21,1.27,2.81
2005,9,4,6.0571,24.9,85.74,37.07,0.7,2.59
2005,9,5,3.6679,24.55,88.73,74.45,2.75,3.24
2005,9,6,4.4818,24.62,86.82,63.51,1.6,3.49
2005,9,7,5.5594,24.86,84.31,46.15,0.38,2.76
2005,9,8,4.0394,24.84,84.95,73.71,0.85,2.73
2005,9,9,4.991,25.11,86.66,59.68,0.59,3.4
2005,9,10,3.3703,25.38,85.63,65.5,0.39,3.57
2005,9,11,5.1622,25.34,85.32,58.54,0.31,3.8
2005,9,12,4.9951,25.24,85.07,57.1,0.76,3.27
2005,9,13,5.3863,25.58,82.14,49.55,0.02,2.77
2005,9,14,5.0165,25.45,84.04,62.54,0.05,3.14
2005,9,15,4.0361,25.35,84.19,69.46,0.06,3.23
2005,9,16,4.0147,25.47,82.79,72.51,0.06,3.3
2005,9,17,6.03,25.57,83.39,53.81,0.07,3.04
2005,9,18,5.3914,25.28,85.51,56.43,0.98,3.15
2005,9,19,3.5035,25.39,86.2,79.73,0.93,3.05
2005,9,20,4.6519,25.65,84.55,64.73,2.37,3.9
2005,9,21,4.6932,25.7,82.96,73.07,2.79,3.47
2005,9,22,5.4463,25.99,84.54,59.77,3.88,3.11
2005,9,23,4.4734,25.7,87.58,76.13,7.63,3.44
2005,9,24,4.0817,25.52,87.48,98.2,10.07,3.88
2005,9,25,4.5362,25.35,88.2,92.46,12.69,3.16
2005,9,26,4.5571,25.44,89.29,94.24,18.15,2.87
2005,9,27,4.1011,25.16,92.15,98.39,16.42,2.3
2005,9,28,5.3774,24.8,93.73,67.34,6.78,2.92
2005,9,29,4.7858,25.05,91.6,76.98,5.9,2.82
2005,9,30,4.7604,25.19,90.59,80.91,3.07,2.88
2005,10,1,5.5217,25.63,87.99,64.1,1.76,2.97
2005,10,2,5.7367,25.74,85.74,39.76,2.19,3.21
2005,10,3,5.9863,25.83,85.38,44.26,3.39,2.92
2005,10,4,4.4038,25.35,88.92,87.0,11.11,3.0
2005,10,5,5.3575,25.1,87.86,79.32,8.1,1.85
2005,10,6,5.299,25.86,83.83,70.34,1.0,1.59
2005,10,7,4.6956,25.81,89.98,59.37,6.75,2.92
2005,10,8,4.303,25.21,88.11,78.05,12.78,2.86
2005,10,9,5.9998,25.52,88.92,62.74,6.72,2.79
2005,10,10,4.5703,25.34,91.42,86.7,18.0,2.86
2005,10,11,5.6455,25.62,88.18,63.08,3.78,2.02
2005,10,12,6.0182,26.04,87.81,41.52,3.75,2.29
2005,10,13,6.4495,25.95,88.08,25.97,2.52,2.82
2005,10,14,5.4761,25.96,88.65,62.22,4.5,3.07
2005,10,15,6.204,25.89,89.07,40.38,2.93,2.63
2005,10,16,4.9884,26.08,89.84,42.71,3.87,2.56
2005,10,17,6.035,25.83,89.77,45.61,6.4,2.22
2005,10,18,5.7847,25.98,90.2,54.4,6.53,2.53
2005,10,19,5.4619,26.03,89.12,66.93,11.01,2.04
2005,10,20,4.915,26.1,89.13,77.67,10.01,2.34
2005,10,21,4.4443,25.81,90.69,76.81,7.22,3.59
2005,10,22,5.5898,26.44,86.38,43.8,6.07,2.62
2005,10,23,5.9959,26.65,85.91,47.61,2.5,2.27
2005,10,24,5.4218,26.67,87.98,65.59,3.06,2.73
2005,10,25,5.226,26.25,87.71,73.95,4.72,1.81
2005,10,26,5.3806,26.24,86.83,59.48,4.5,1.73
2005,10,27,5.7941,26.6,85.86,37.95,1.57,2.54
2005,10,28,5.941,26.56,85.72,31.01,5.75,2.64
2005,10,29,5.7293,26.75,85.64,62.47,6.29,1.89
2005,10,30,4.6476,26.54,88.27,68.86,5.53,2.27
2005,10,31,5.532,26.72,87.03,50.46,6.89,2.46
2005,11,1,4.272,26.28,88.44,84.47,10.21,2.38
2005,11,2,5.7871,26.81,81.18,52.12,2.41,1.73
2005,11,3,5.8682,26.33,88.57,46.48,7.51,1.92
2005,11,4,5.6402,25.81,89.22,70.27,9.73,3.09
2005,11,5,4.4765,25.86,87.88,82.29,8.99,2.08
2005,11,6,6.1097,26.5,85.16,43.07,0.9,1.64
2005,11,7,6.037,27.08,84.95,27.29,0.65,1.54
2005,11,8,6.0425,27.3,83.25,20.98,0.48,1.76
2005,11,9,5.6604,27.21,85.23,48.46,0.54,2.19
2005,11,10,5.4845,27.13,85.58,37.04,0.94,2.29
2005,11,11,5.143,27.22,85.18,55.45,0.79,2.18
2005,11,12,5.5637,27.25,82.66,35.26,0.3,1.88
2005,11,13,5.377,27.13,83.64,48.6,1.58,2.11
2005,11,14,5.292,27.21,84.9,35.45,1.21,2.26
2005,11,15,4.9344,27.37,84.66,58.41,1.38,2.67
2005,11,16,5.263,27.34,85.86,54.07,1.64,2.99
2005,11,17,5.3832,27.3,85.0,41.85,0.6,2.7
2005,11,18,5.4478,27.51,83.59,28.52,0.34,2.04
2005,11,19,4.9596,27.54,83.07,46.29,0.69,2.02
2005,11,20,5.2373,27.65,85.5,39.02,0.8,2.6
2005,11,21,5.2032,27.54,85.6,42.01,0.66,2.05
2005,11,22,4.9903,27.65,84.28,68.84,1.3,2.46
2005,11,23,5.3086,27.46,84.1,43.81,1.77,2.05
2005,11,24,5.4619,27.36,85.3,43.12,0.96,2.44
2005,11,25,4.1018,27.03,87.49,83.56,1.68,3.0
2005,11,26,4.9543,26.66,87.39,77.3,1.75,3.08
2005,11,27,5.6376,26.92,86.92,40.0,2.17,2.52
2005,11,28,5.245,27.35,84.49,42.77,1.77,2.51
2005,11,29,4.9949,27.24,86.18,32.61,1.9,2.7
2005,11,30,5.5358,27.11,87.22,34.16,2.04,2.81
2005,12,1,4.5444,26.98,86.85,89.3,2.33,2.96
2005,12,2,5.5265,26.73,85.71,34.29,1.19,2.67
2005,12,3,5.1905,26.69,87.53,35.8,1.67,2.09
2005,12,4,5.1288,26.59,88.53,31.17,1.29,1.99
2005,12,5,4.9874,26.7,88.41,57.29,1.95,2.99
2005,12,6,4.8658,26.72,86.62,59.01,1.97,2.64
2005,12,7,5.1533,27.19,83.87,47.15,0.56,2.3
2005,12,8,5.1413,27.13,84.73,49.84,1.37,2.81
2005,12,9,4.8972,26.86,86.55,53.94,1.21,2.61
2005,12,10,4.8288,27.08,85.15,56.88,1.53,2.88
2005,12,11,4.5374,27.16,85.4,69.94,0.73,2.82
2005,12,12,5.1727,27.03,84.56,24.46,0.86,1.95
2005,12,13,5.1943,27.36,82.38,14.23,0.4,1.52
2005,12,14,5.1031,27.64,82.45,13.45,0.63,1.78
2005,12,15,5.3909,27.7,81.39,18.46,0.17,2.07
2005,12,16,5.1365,27.97,80.24,26.41,0.21,2.33
2005,12,17,5.3107,28.45,79.44,44.26,0.16,2.33
2005,12,18,5.0143,28.21,82.92,56.32,0.13,2.34
2005,12,19,5.3774,28.29,81.82,25.01,0.15,2.37
2005,12,20,5.16,28.13,80.05,20.18,0.22,2.57
2005,12,21,5.0688,28.24,78.44,18.09,0.2,2.58
2005,12,22,4.0294,27.6,82.27,81.97,1.0,2.89
2005,12,23,5.491,27.42,81.56,42.37,0.53,3.01
2005,12,24,4.9205,26.98,82.72,54.1,0.81,2.84
2005,12,25,4.9759,26.66,83.88,31.59,1.0,1.96
2005,12,26,5.543,26.84,83.19,18.9,0.6,1.85
2005,12,27,5.321,27.11,82.23,22.4,0.09,1.82
2005,12,28,4.7666,27.18,83.86,30.31,0.07,2.01
2005,12,29,5.0501,27.25,82.07,23.37,0.02,2.04
2005,12,30,4.5859,27.81,82.08,23.34,0.14,2.41
2005,12,31,5.1487,27.89,81.39,21.29,0.16,2.71
2006,1,1,5.1744,27.45,74.43,37.72,0.63,2.13
2006,1,2,4.0502,27.38,81.09,63.6,0.79,2.2
2006,1,3,5.285,27.01,87.77,40.48,0.8,3.09
2006,1,4,5.0282,27.27,84.4,41.36,0.87,3.37
2006,1,5,5.3069,26.94,86.53,54.01,0.84,2.42
2006,1,6,5.0662,26.82,88.66,42.35,3.27,2.35
2006,1,7,4.7952,26.95,84.1,77.58,2.46,2.71
2006,1,8,4.013,26.44,86.8,98.2,4.94,3.12
2006,1,9,5.4883,25.89,87.46,53.71,4.75,3.3
2006,1,10,4.9733,26.24,86.34,61.29,2.6,2.98
2006,1,11,4.7441,26.41,87.83,83.89,1.24,2.72
2006,1,12,5.0249,26.14,89.18,85.83,0.97,2.51
2006,1,13,5.1631,26.24,87.93,34.69,0.93,2.35
2006,1,14,4.7273,26.44,88.43,57.81,0.7,2.18
2006,1,15,5.1139,26.72,86.46,52.57,1.02,1.94
2006,1,16,4.2734,26.38,89.94,60.57,1.02,2.31
2006,1,17,5.1398,26.21,87.97,48.1,0.73,2.71
2006,1,18,5.4218,26.44,86.73,55.01,0.46,2.39
2006,1,19,5.0546,27.18,83.78,45.91,0.43,2.31
2006,1,20,5.2428,27.29,80.24,35.49,0.73,2.56
2006,1,21,5.3849,27.05,85.75,19.58,0.13,2.4
2006,1,22,5.0969,27.03,86.96,61.53,0.22,2.21
2006,1,23,5.0801,27.16,87.09,26.55,0.13,2.57
2006,1,24,5.2222,27.09,88.35,22.55,0.18,2.7
2006,1,25,5.6614,27.31,86.1,66.02,0.28,2.94
2006,1,26,4.9726,26.68,91.34,62.66,2.55,2.93
2006,1,27,4.1611,26.82,87.22,88.38,1.86,2.5
2006,1,28,4.9836,26.5,88.13,61.72,1.17,2.08
2006,1,29,5.6297,27.13,82.77,32.09,1.66,1.59
2006,1,30,5.7912,26.86,87.37,27.28,0.8,3.03
2006,1,31,5.3314,27.51,84.19,37.63,0.13,2.73
2006,2,1,5.239,27.69,83.7,36.76,0.19,2.52
2006,2,2,4.4714,27.2,86.63,53.19,0.32,2.81
2006,2,3,5.123,26.94,87.7,34.55,0.33,2.65
2006,2,4,5.4674,27.21,86.8,26.27,0.16,2.45
2006,2,5,5.2603,27.41,85.78,35.61,1.12,2.36
2006,2,6,5.203,27.3,86.55,48.68,1.73,2.4
2006,2,7,5.5078,27.53,84.75,49.21,1.65,3.1
2006,2,8,4.9668,27.84,83.88,46.86,1.65,3.26
2006,2,9,4.4292,27.91,83.42,85.17,1.06,3.79
2006,2,10,4.997,27.38,85.08,67.17,2.34,3.63
2006,2,11,5.6527,27.0,85.66,29.18,3.39,3.15
2006,2,12,5.0093,27.01,86.96,54.07,4.37,3.44
2006,2,13,5.448,26.84,88.3,32.56,2.03,3.52
2006,2,14,5.5838,27.43,85.93,57.05,3.3,3.27
2006,2,15,4.6846,27.19,83.15,85.26,6.2,3.41
2006,2,16,6.113,26.89,86.78,61.06,3.47,3.8
2006,2,17,5.4058,27.11,83.74,69.52,3.73,3.58
2006,2,18,4.657,27.47,84.53,93.15,4.93,2.8
2006,2,19,5.3282,27.47,84.93,67.48,4.95,2.78
2006,2,20,4.8288,27.31,85.39,88.57,2.03,3.48
2006,2,21,5.8394,27.01,84.94,52.6,2.41,3.14
2006,2,22,3.6677,26.97,85.39,96.77,1.67,2.82
2006,2,23,6.1301,27.26,83.79,37.34,1.26,2.36
2006,2,24,5.8397,27.51,85.17,33.81,1.94,2.68
2006,2,25,5.935,27.19,88.44,49.71,4.35,2.85
2006,2,26,5.1446,27.29,87.22,63.43,4.24,3.6
2006,2,27,5.5586,27.55,85.08,33.56,2.06,2.78
2006,2,28,5.7151,27.15,88.84,17.42,2.32,2.62
2006,3,1,5.6311,27.16,86.46,36.48,3.97,3.59
2006,3,2,5.2898,27.25,82.83,69.5,6.07,3.34
2006,3,3,5.5944,27.3,85.96,50.83,3.8,3.17
2006,3,4,5.7437,27.22,87.44,82.69,4.39,3.48
2006,3,5,6.2381,27.25,85.77,53.83,2.7,3.22
2006,3,6,6.3314,27.76,84.88,31.3,3.27,3.43
2006,3,7,5.0429,27.65,84.93,94.9,4.5,3.37
2006,3,8,5.719,27.19,87.24,69.8,5.47,2.98
2006,3,9,5.2898,26.89,84.77,65.76,8.36,2.67
2006,3,10,4.6481,26.99,83.35,67.49,5.24,2.62
2006,3,11,4.7573,27.09,86.93,48.74,4.39,2.68
